split_a,image_a,path_a,split_b,image_b,path_b,phash_dist,dhash_dist,ssim_256,confirmed_near_duplicate,old_split_a,old_split_b,old_rel_image_a,old_rel_image_b,component_id_a,component_id_b,md5_a,md5_b,source_group_a,source_group_b,instances_a,instances_b
train,train__C-W2-0169.jpg,D:\Broiler chicken detection dataset\00_DATASET\PIO-GRDB-MD5-7_1_2\images\train\train__C-W2-0169.jpg,test,train__C-W4-0026.jpg,D:\Broiler chicken detection dataset\00_DATASET\PIO-GRDB-MD5-7_1_2\images\test\train__C-W4-0026.jpg,35,4,0.134303,False,train,train,C-W2-0169.jpg,C-W4-0026.jpg,0,2,b31b6d22948e00168a87c2e8b9bc8ced,92e4e8f678137993bbb803813bb49346,c-w2,c-w4,246,252
train,train__C-W2-0095.jpg,D:\Broiler chicken detection dataset\00_DATASET\PIO-GRDB-MD5-7_1_2\images\train\train__C-W2-0095.jpg,test,train__C-W4-0026.jpg,D:\Broiler chicken detection dataset\00_DATASET\PIO-GRDB-MD5-7_1_2\images\test\train__C-W4-0026.jpg,28,3,0.134293,False,train,train,C-W2-0095.jpg,C-W4-0026.jpg,0,2,92285891ea3a2dd2c7742e3a38ce4ac6,92e4e8f678137993bbb803813bb49346,c-w2,c-w4,332,252
train,val__C-W2-V0019.jpg,D:\Broiler chicken detection dataset\00_DATASET\PIO-GRDB-MD5-7_1_2\images\train\val__C-W2-V0019.jpg,val,train__C-W3-0030.jpg,D:\Broiler chicken detection dataset\00_DATASET\PIO-GRDB-MD5-7_1_2\images\val\train__C-W3-0030.jpg,26,5,0.134267,False,val,train,C-W2-V0019.jpg,C-W3-0030.jpg,43,1,f84161300d5bb4db5e26cd7f01eeea8d,98fcf4501bf4673f4ecdfa0d5cc4a468,c-w2-v0019,c-w3,405,247
val,train__C-W3-0112.jpg,D:\Broiler chicken detection dataset\00_DATASET\PIO-GRDB-MD5-7_1_2\images\val\train__C-W3-0112.jpg,test,train__C-W4-0009.jpg,D:\Broiler chicken detection dataset\00_DATASET\PIO-GRDB-MD5-7_1_2\images\test\train__C-W4-0009.jpg,26,5,0.134264,False,train,train,C-W3-0112.jpg,C-W4-0009.jpg,1,2,7bdd63ffe0e7939b165dac2e2c23bf28,9b971231f2e0053abc4a183156072435,c-w3,c-w4,315,201
val,train__C-W3-0112.jpg,D:\Broiler chicken detection dataset\00_DATASET\PIO-GRDB-MD5-7_1_2\images\val\train__C-W3-0112.jpg,test,train__C-W4-0075.jpg,D:\Broiler chicken detection dataset\00_DATASET\PIO-GRDB-MD5-7_1_2\images\test\train__C-W4-0075.jpg,26,5,0.134264,False,train,train,C-W3-0112.jpg,C-W4-0075.jpg,1,2,7bdd63ffe0e7939b165dac2e2c23bf28,9b971231f2e0053abc4a183156072435,c-w3,c-w4,315,199
val,train__C-W3-0001.jpg,D:\Broiler chicken detection dataset\00_DATASET\PIO-GRDB-MD5-7_1_2\images\val\train__C-W3-0001.jpg,test,train__C-W4-0096.jpg,D:\Broiler chicken detection dataset\00_DATASET\PIO-GRDB-MD5-7_1_2\images\test\train__C-W4-0096.jpg,29,2,0.134254,False,train,train,C-W3-0001.jpg,C-W4-0096.jpg,1,2,af6c1cb186fe14231baf02c62a955db0,feeb655036d98a8764eabaddb72e109b,c-w3,c-w4,303,207
train,train__C-W2-0091.jpg,D:\Broiler chicken detection dataset\00_DATASET\PIO-GRDB-MD5-7_1_2\images\train\train__C-W2-0091.jpg,test,train__C-W4-0042.jpg,D:\Broiler chicken detection dataset\00_DATASET\PIO-GRDB-MD5-7_1_2\images\test\train__C-W4-0042.jpg,23,4,0.134243,False,train,train,C-W2-0091.jpg,C-W4-0042.jpg,0,2,cd173706b4f05e03bf6bbefc5bf67b4e,94bc35a47e2ada86086109c2a2a17e59,c-w2,c-w4,324,239
train,train__C-W2-0198.jpg,D:\Broiler chicken detection dataset\00_DATASET\PIO-GRDB-MD5-7_1_2\images\train\train__C-W2-0198.jpg,test,train__C-W4-0009.jpg,D:\Broiler chicken detection dataset\00_DATASET\PIO-GRDB-MD5-7_1_2\images\test\train__C-W4-0009.jpg,28,5,0.134226,False,train,train,C-W2-0198.jpg,C-W4-0009.jpg,0,2,ae48c92b7f2961d1ebcf44bd129a3c30,9b971231f2e0053abc4a183156072435,c-w2,c-w4,458,201
train,train__C-W2-0198.jpg,D:\Broiler chicken detection dataset\00_DATASET\PIO-GRDB-MD5-7_1_2\images\train\train__C-W2-0198.jpg,test,train__C-W4-0075.jpg,D:\Broiler chicken detection dataset\00_DATASET\PIO-GRDB-MD5-7_1_2\images\test\train__C-W4-0075.jpg,28,5,0.134226,False,train,train,C-W2-0198.jpg,C-W4-0075.jpg,0,2,ae48c92b7f2961d1ebcf44bd129a3c30,9b971231f2e0053abc4a183156072435,c-w2,c-w4,458,199
train,train__C-W2-0087.jpg,D:\Broiler chicken detection dataset\00_DATASET\PIO-GRDB-MD5-7_1_2\images\train\train__C-W2-0087.jpg,test,train__C-W6-0081.jpg,D:\Broiler chicken detection dataset\00_DATASET\PIO-GRDB-MD5-7_1_2\images\test\train__C-W6-0081.jpg,30,2,0.134209,False,train,train,C-W2-0087.jpg,C-W6-0081.jpg,0,4,321ebcfccb464ec8b1f0f77386116048,be250210ce3622c404a3524cff483507,c-w2,c-w6,463,188
train,train__C-W2-0048.jpg,D:\Broiler chicken detection dataset\00_DATASET\PIO-GRDB-MD5-7_1_2\images\train\train__C-W2-0048.jpg,val,train__C-W3-0040.jpg,D:\Broiler chicken detection dataset\00_DATASET\PIO-GRDB-MD5-7_1_2\images\val\train__C-W3-0040.jpg,22,4,0.134183,False,train,train,C-W2-0048.jpg,C-W3-0040.jpg,0,1,1e489fa41a6c7ff9750403d931823d88,94a00fada5c1c53a365dbc4ce63611ab,c-w2,c-w3,232,375
train,train__C-W2-0087.jpg,D:\Broiler chicken detection dataset\00_DATASET\PIO-GRDB-MD5-7_1_2\images\train\train__C-W2-0087.jpg,test,train__C-W6-0006.jpg,D:\Broiler chicken detection dataset\00_DATASET\PIO-GRDB-MD5-7_1_2\images\test\train__C-W6-0006.jpg,32,4,0.134179,False,train,train,C-W2-0087.jpg,C-W6-0006.jpg,0,4,321ebcfccb464ec8b1f0f77386116048,e1c923808be392b233573fa75f28eaa7,c-w2,c-w6,463,152
train,train__C-W1-0095.jpg,D:\Broiler chicken detection dataset\00_DATASET\PIO-GRDB-MD5-7_1_2\images\train\train__C-W1-0095.jpg,val,train__C-W3-0028.jpg,D:\Broiler chicken detection dataset\00_DATASET\PIO-GRDB-MD5-7_1_2\images\val\train__C-W3-0028.jpg,33,3,0.13416,False,train,train,C-W1-0095.jpg,C-W3-0028.jpg,0,1,7902568a47ae7dd94f53f2533e6709e2,651409df7d48a33c163a7b56bc1fd6ed,c-w1,c-w3,407,239
train,train__C-W1-0096.jpg,D:\Broiler chicken detection dataset\00_DATASET\PIO-GRDB-MD5-7_1_2\images\train\train__C-W1-0096.jpg,val,train__C-W3-0055.jpg,D:\Broiler chicken detection dataset\00_DATASET\PIO-GRDB-MD5-7_1_2\images\val\train__C-W3-0055.jpg,25,3,0.134154,False,train,train,C-W1-0096.jpg,C-W3-0055.jpg,0,1,5ad33ce2251e48417bb4f58d1dea1434,dbf248ec4ba40a36ba570ff683184e39,c-w1,c-w3,406,274
train,train__C-W2-0185.jpg,D:\Broiler chicken detection dataset\00_DATASET\PIO-GRDB-MD5-7_1_2\images\train\train__C-W2-0185.jpg,val,train__C-W3-0070.jpg,D:\Broiler chicken detection dataset\00_DATASET\PIO-GRDB-MD5-7_1_2\images\val\train__C-W3-0070.jpg,23,1,0.134118,False,train,train,C-W2-0185.jpg,C-W3-0070.jpg,0,1,036a94ef1d00a27b18bb3d8d41dd9fc4,f72143abfa08ac49dc40979f218b9ae3,c-w2,c-w3,315,217
train,train__C-W2-0185.jpg,D:\Broiler chicken detection dataset\00_DATASET\PIO-GRDB-MD5-7_1_2\images\train\train__C-W2-0185.jpg,val,val__C-W3-V0029.jpg,D:\Broiler chicken detection dataset\00_DATASET\PIO-GRDB-MD5-7_1_2\images\val\val__C-W3-V0029.jpg,23,1,0.134118,False,train,val,C-W2-0185.jpg,C-W3-V0029.jpg,0,1,036a94ef1d00a27b18bb3d8d41dd9fc4,f72143abfa08ac49dc40979f218b9ae3,c-w2,c-w3-v0029,315,215
train,train__C-W2-0048.jpg,D:\Broiler chicken detection dataset\00_DATASET\PIO-GRDB-MD5-7_1_2\images\train\train__C-W2-0048.jpg,test,train__C-W4-0048.jpg,D:\Broiler chicken detection dataset\00_DATASET\PIO-GRDB-MD5-7_1_2\images\test\train__C-W4-0048.jpg,34,3,0.134088,False,train,train,C-W2-0048.jpg,C-W4-0048.jpg,0,2,1e489fa41a6c7ff9750403d931823d88,8bf6aa2ff0c7580f34cabb9c0aa37f58,c-w2,c-w4,232,263
train,val__C-W2-V0011.jpg,D:\Broiler chicken detection dataset\00_DATASET\PIO-GRDB-MD5-7_1_2\images\train\val__C-W2-V0011.jpg,test,train__C-W4-0055.jpg,D:\Broiler chicken detection dataset\00_DATASET\PIO-GRDB-MD5-7_1_2\images\test\train__C-W4-0055.jpg,23,2,0.134074,False,val,train,C-W2-V0011.jpg,C-W4-0055.jpg,35,2,62553847cde19c776ceb214e3ab83c64,24d279dca8e8e588ae540c9b3de204dd,c-w2-v0011,c-w4,362,209
train,val__C-W4-V0015.jpg,D:\Broiler chicken detection dataset\00_DATASET\PIO-GRDB-MD5-7_1_2\images\train\val__C-W4-V0015.jpg,test,train__C-W6-0099.jpg,D:\Broiler chicken detection dataset\00_DATASET\PIO-GRDB-MD5-7_1_2\images\test\train__C-W6-0099.jpg,27,6,0.134067,False,val,train,C-W4-V0015.jpg,C-W6-0099.jpg,140,4,3f3a9e37c8da5389f82ec0e2c9197064,1199f22818a7f60558b35952892ba380,c-w4-v0015,c-w6,278,175
train,train__C-W2-0082.jpg,D:\Broiler chicken detection dataset\00_DATASET\PIO-GRDB-MD5-7_1_2\images\train\train__C-W2-0082.jpg,val,train__C-W3-0054.jpg,D:\Broiler chicken detection dataset\00_DATASET\PIO-GRDB-MD5-7_1_2\images\val\train__C-W3-0054.jpg,32,4,0.134031,False,train,train,C-W2-0082.jpg,C-W3-0054.jpg,0,1,d86ad4fef15d8b20ba6897f212c7ebf2,da8c77ea9e2df7cd8dbb802990ed6f3d,c-w2,c-w3,474,265
train,train__C-W2-0171.jpg,D:\Broiler chicken detection dataset\00_DATASET\PIO-GRDB-MD5-7_1_2\images\train\train__C-W2-0171.jpg,test,train__C-W6-0058.jpg,D:\Broiler chicken detection dataset\00_DATASET\PIO-GRDB-MD5-7_1_2\images\test\train__C-W6-0058.jpg,17,1,0.134016,False,train,train,C-W2-0171.jpg,C-W6-0058.jpg,0,4,73abad2346cd58b0316ee4332affe32c,b915dd630305a9422a922da7ef89871f,c-w2,c-w6,304,137
train,train__C-W2-0028.jpg,D:\Broiler chicken detection dataset\00_DATASET\PIO-GRDB-MD5-7_1_2\images\train\train__C-W2-0028.jpg,test,train__C-W4-0097.jpg,D:\Broiler chicken detection dataset\00_DATASET\PIO-GRDB-MD5-7_1_2\images\test\train__C-W4-0097.jpg,27,6,0.134,False,train,train,C-W2-0028.jpg,C-W4-0097.jpg,0,2,7cc6f0aa7972b651e5517da4b65b9454,a5aa5fa69062a115291d6a401675c96f,c-w2,c-w4,390,200
train,train__C-W2-0041.jpg,D:\Broiler chicken detection dataset\00_DATASET\PIO-GRDB-MD5-7_1_2\images\train\train__C-W2-0041.jpg,val,train__C-W3-0054.jpg,D:\Broiler chicken detection dataset\00_DATASET\PIO-GRDB-MD5-7_1_2\images\val\train__C-W3-0054.jpg,36,6,0.133997,False,train,train,C-W2-0041.jpg,C-W3-0054.jpg,0,1,52354b5b6e54c0ce6b72d5bd155297f5,da8c77ea9e2df7cd8dbb802990ed6f3d,c-w2,c-w3,327,265
train,train__C-W2-0168.jpg,D:\Broiler chicken detection dataset\00_DATASET\PIO-GRDB-MD5-7_1_2\images\train\train__C-W2-0168.jpg,val,train__C-W3-0093.jpg,D:\Broiler chicken detection dataset\00_DATASET\PIO-GRDB-MD5-7_1_2\images\val\train__C-W3-0093.jpg,26,3,0.133981,False,train,train,C-W2-0168.jpg,C-W3-0093.jpg,0,1,d92f712fcd7f6ea0102b750c20713ac6,c73bee3a5b4fea3b12fbd2cc15d112f5,c-w2,c-w3,461,226
train,train__C-W2-0041.jpg,D:\Broiler chicken detection dataset\00_DATASET\PIO-GRDB-MD5-7_1_2\images\train\train__C-W2-0041.jpg,test,train__C-W4-0098.jpg,D:\Broiler chicken detection dataset\00_DATASET\PIO-GRDB-MD5-7_1_2\images\test\train__C-W4-0098.jpg,26,5,0.133977,False,train,train,C-W2-0041.jpg,C-W4-0098.jpg,0,2,52354b5b6e54c0ce6b72d5bd155297f5,67a0ffaeeb352ff2e859ff9c1ff5d64a,c-w2,c-w4,327,202
train,train__C-W2-0168.jpg,D:\Broiler chicken detection dataset\00_DATASET\PIO-GRDB-MD5-7_1_2\images\train\train__C-W2-0168.jpg,val,train__C-W3-0030.jpg,D:\Broiler chicken detection dataset\00_DATASET\PIO-GRDB-MD5-7_1_2\images\val\train__C-W3-0030.jpg,24,3,0.133975,False,train,train,C-W2-0168.jpg,C-W3-0030.jpg,0,1,d92f712fcd7f6ea0102b750c20713ac6,98fcf4501bf4673f4ecdfa0d5cc4a468,c-w2,c-w3,461,247
train,train__C-W2-0093.jpg,D:\Broiler chicken detection dataset\00_DATASET\PIO-GRDB-MD5-7_1_2\images\train\train__C-W2-0093.jpg,val,train__C-W3-0043.jpg,D:\Broiler chicken detection dataset\00_DATASET\PIO-GRDB-MD5-7_1_2\images\val\train__C-W3-0043.jpg,24,2,0.133948,False,train,train,C-W2-0093.jpg,C-W3-0043.jpg,0,1,090d517f087049cfe7d94c0545999b96,f9ae0eafaf4ee975282f48d7cdb6a887,c-w2,c-w3,297,340
train,train__C-W1-0096.jpg,D:\Broiler chicken detection dataset\00_DATASET\PIO-GRDB-MD5-7_1_2\images\train\train__C-W1-0096.jpg,test,train__C-W4-0057.jpg,D:\Broiler chicken detection dataset\00_DATASET\PIO-GRDB-MD5-7_1_2\images\test\train__C-W4-0057.jpg,31,6,0.13394,False,train,train,C-W1-0096.jpg,C-W4-0057.jpg,0,2,5ad33ce2251e48417bb4f58d1dea1434,95e158fdd407b622f5e72d13cc8969a6,c-w1,c-w4,406,205
train,train__C-W2-0041.jpg,D:\Broiler chicken detection dataset\00_DATASET\PIO-GRDB-MD5-7_1_2\images\train\train__C-W2-0041.jpg,test,train__C-W4-0046.jpg,D:\Broiler chicken detection dataset\00_DATASET\PIO-GRDB-MD5-7_1_2\images\test\train__C-W4-0046.jpg,29,4,0.133939,False,train,train,C-W2-0041.jpg,C-W4-0046.jpg,0,2,52354b5b6e54c0ce6b72d5bd155297f5,a5f534b60477857018dc724442131fd2,c-w2,c-w4,327,192
train,train__C-W2-0133.jpg,D:\Broiler chicken detection dataset\00_DATASET\PIO-GRDB-MD5-7_1_2\images\train\train__C-W2-0133.jpg,val,train__C-W3-0027.jpg,D:\Broiler chicken detection dataset\00_DATASET\PIO-GRDB-MD5-7_1_2\images\val\train__C-W3-0027.jpg,23,3,0.133934,False,train,train,C-W2-0133.jpg,C-W3-0027.jpg,0,1,011ea2ed3cb5f81d40b2f0799af0d76b,1ba613f9a2aed772c3d311e9baa54563,c-w2,c-w3,425,237
train,train__C-W2-0198.jpg,D:\Broiler chicken detection dataset\00_DATASET\PIO-GRDB-MD5-7_1_2\images\train\train__C-W2-0198.jpg,test,train__C-W4-0057.jpg,D:\Broiler chicken detection dataset\00_DATASET\PIO-GRDB-MD5-7_1_2\images\test\train__C-W4-0057.jpg,27,5,0.13392,False,train,train,C-W2-0198.jpg,C-W4-0057.jpg,0,2,ae48c92b7f2961d1ebcf44bd129a3c30,95e158fdd407b622f5e72d13cc8969a6,c-w2,c-w4,458,205
train,train__C-W2-0183.jpg,D:\Broiler chicken detection dataset\00_DATASET\PIO-GRDB-MD5-7_1_2\images\train\train__C-W2-0183.jpg,val,train__C-W3-0055.jpg,D:\Broiler chicken detection dataset\00_DATASET\PIO-GRDB-MD5-7_1_2\images\val\train__C-W3-0055.jpg,29,3,0.133919,False,train,train,C-W2-0183.jpg,C-W3-0055.jpg,0,1,e5f2f7f1bfded68f50ed15e4d51e0f4f,dbf248ec4ba40a36ba570ff683184e39,c-w2,c-w3,416,274
train,train__C-W2-0085.jpg,D:\Broiler chicken detection dataset\00_DATASET\PIO-GRDB-MD5-7_1_2\images\train\train__C-W2-0085.jpg,val,train__C-W3-0028.jpg,D:\Broiler chicken detection dataset\00_DATASET\PIO-GRDB-MD5-7_1_2\images\val\train__C-W3-0028.jpg,30,2,0.133851,False,train,train,C-W2-0085.jpg,C-W3-0028.jpg,0,1,746b242b7cc3f639b2e553cba40577e1,651409df7d48a33c163a7b56bc1fd6ed,c-w2,c-w3,493,239
train,train__C-W1-0096.jpg,D:\Broiler chicken detection dataset\00_DATASET\PIO-GRDB-MD5-7_1_2\images\train\train__C-W1-0096.jpg,test,val__C-W2-V0014.jpg,D:\Broiler chicken detection dataset\00_DATASET\PIO-GRDB-MD5-7_1_2\images\test\val__C-W2-V0014.jpg,22,2,0.133837,False,train,val,C-W1-0096.jpg,C-W2-V0014.jpg,0,38,5ad33ce2251e48417bb4f58d1dea1434,a9bcc8772c27c95dfbb51a6ed8987000,c-w1,c-w2-v0014,406,476
train,val__C-W3-V0004.jpg,D:\Broiler chicken detection dataset\00_DATASET\PIO-GRDB-MD5-7_1_2\images\train\val__C-W3-V0004.jpg,val,train__C-W3-0001.jpg,D:\Broiler chicken detection dataset\00_DATASET\PIO-GRDB-MD5-7_1_2\images\val\train__C-W3-0001.jpg,22,4,0.133831,False,val,train,C-W3-V0004.jpg,C-W3-0001.jpg,83,1,f57203237f17f41016ed3053fa04d79d,af6c1cb186fe14231baf02c62a955db0,c-w3-v0004,c-w3,243,303
val,train__C-W3-0031.jpg,D:\Broiler chicken detection dataset\00_DATASET\PIO-GRDB-MD5-7_1_2\images\val\train__C-W3-0031.jpg,test,train__C-W4-0055.jpg,D:\Broiler chicken detection dataset\00_DATASET\PIO-GRDB-MD5-7_1_2\images\test\train__C-W4-0055.jpg,36,4,0.133828,False,train,train,C-W3-0031.jpg,C-W4-0055.jpg,1,2,f35b82ff76ec2cc801c9d3d5f556b406,24d279dca8e8e588ae540c9b3de204dd,c-w3,c-w4,231,209
train,train__C-W2-0028.jpg,D:\Broiler chicken detection dataset\00_DATASET\PIO-GRDB-MD5-7_1_2\images\train\train__C-W2-0028.jpg,test,train__K-575.jpg,D:\Broiler chicken detection dataset\00_DATASET\PIO-GRDB-MD5-7_1_2\images\test\train__K-575.jpg,25,2,0.133801,False,train,train,C-W2-0028.jpg,K-575.jpg,0,5,7cc6f0aa7972b651e5517da4b65b9454,83d711983411c9546ac4ad4891ec4e0b,c-w2,k,390,330
train,val__C-W3-V0034.jpg,D:\Broiler chicken detection dataset\00_DATASET\PIO-GRDB-MD5-7_1_2\images\train\val__C-W3-V0034.jpg,test,val__C-W2-V0014.jpg,D:\Broiler chicken detection dataset\00_DATASET\PIO-GRDB-MD5-7_1_2\images\test\val__C-W2-V0014.jpg,28,3,0.133798,False,val,val,C-W3-V0034.jpg,C-W2-V0014.jpg,102,38,9d8d80edbf94e22821da53e19357ab41,a9bcc8772c27c95dfbb51a6ed8987000,c-w3-v0034,c-w2-v0014,245,476
train,val__C-W3-V0063.jpg,D:\Broiler chicken detection dataset\00_DATASET\PIO-GRDB-MD5-7_1_2\images\train\val__C-W3-V0063.jpg,test,val__C-W2-V0014.jpg,D:\Broiler chicken detection dataset\00_DATASET\PIO-GRDB-MD5-7_1_2\images\test\val__C-W2-V0014.jpg,28,3,0.133798,False,val,val,C-W3-V0063.jpg,C-W2-V0014.jpg,102,38,9d8d80edbf94e22821da53e19357ab41,a9bcc8772c27c95dfbb51a6ed8987000,c-w3-v0063,c-w2-v0014,243,476
train,train__C-W2-0028.jpg,D:\Broiler chicken detection dataset\00_DATASET\PIO-GRDB-MD5-7_1_2\images\train\train__C-W2-0028.jpg,val,train__C-W3-0029.jpg,D:\Broiler chicken detection dataset\00_DATASET\PIO-GRDB-MD5-7_1_2\images\val\train__C-W3-0029.jpg,27,6,0.133789,False,train,train,C-W2-0028.jpg,C-W3-0029.jpg,0,1,7cc6f0aa7972b651e5517da4b65b9454,e36203e439d7b6655ed553010db5028d,c-w2,c-w3,390,243
train,val__C-W2-V0052.jpg,D:\Broiler chicken detection dataset\00_DATASET\PIO-GRDB-MD5-7_1_2\images\train\val__C-W2-V0052.jpg,test,train__C-W4-0055.jpg,D:\Broiler chicken detection dataset\00_DATASET\PIO-GRDB-MD5-7_1_2\images\test\train__C-W4-0055.jpg,28,3,0.133789,False,val,train,C-W2-V0052.jpg,C-W4-0055.jpg,70,2,e8fbba51c828e005f94d5090a470e4b5,24d279dca8e8e588ae540c9b3de204dd,c-w2-v0052,c-w4,335,209
train,train__C-W2-0085.jpg,D:\Broiler chicken detection dataset\00_DATASET\PIO-GRDB-MD5-7_1_2\images\train\train__C-W2-0085.jpg,test,train__C-W4-0055.jpg,D:\Broiler chicken detection dataset\00_DATASET\PIO-GRDB-MD5-7_1_2\images\test\train__C-W4-0055.jpg,28,2,0.133786,False,train,train,C-W2-0085.jpg,C-W4-0055.jpg,0,2,746b242b7cc3f639b2e553cba40577e1,24d279dca8e8e588ae540c9b3de204dd,c-w2,c-w4,493,209
train,train__C-W2-0048.jpg,D:\Broiler chicken detection dataset\00_DATASET\PIO-GRDB-MD5-7_1_2\images\train\train__C-W2-0048.jpg,val,train__C-W3-0063.jpg,D:\Broiler chicken detection dataset\00_DATASET\PIO-GRDB-MD5-7_1_2\images\val\train__C-W3-0063.jpg,31,1,0.133786,False,train,train,C-W2-0048.jpg,C-W3-0063.jpg,0,1,1e489fa41a6c7ff9750403d931823d88,b350f2456bc764b09afbe592ab12e428,c-w2,c-w3,232,353
val,train__C-W3-0025.jpg,D:\Broiler chicken detection dataset\00_DATASET\PIO-GRDB-MD5-7_1_2\images\val\train__C-W3-0025.jpg,test,train__C-W4-0046.jpg,D:\Broiler chicken detection dataset\00_DATASET\PIO-GRDB-MD5-7_1_2\images\test\train__C-W4-0046.jpg,28,5,0.13375,False,train,train,C-W3-0025.jpg,C-W4-0046.jpg,1,2,c9cae818d8e6e7fc8c7a866cfe3cbea6,a5f534b60477857018dc724442131fd2,c-w3,c-w4,308,192
train,train__C-W2-0138.jpg,D:\Broiler chicken detection dataset\00_DATASET\PIO-GRDB-MD5-7_1_2\images\train\train__C-W2-0138.jpg,test,train__C-W4-0055.jpg,D:\Broiler chicken detection dataset\00_DATASET\PIO-GRDB-MD5-7_1_2\images\test\train__C-W4-0055.jpg,28,5,0.133748,False,train,train,C-W2-0138.jpg,C-W4-0055.jpg,0,2,87d3d4a7eae2f29b436b67128e33f145,24d279dca8e8e588ae540c9b3de204dd,c-w2,c-w4,354,209
train,train__C-W2-0184.jpg,D:\Broiler chicken detection dataset\00_DATASET\PIO-GRDB-MD5-7_1_2\images\train\train__C-W2-0184.jpg,val,train__C-W3-0054.jpg,D:\Broiler chicken detection dataset\00_DATASET\PIO-GRDB-MD5-7_1_2\images\val\train__C-W3-0054.jpg,28,5,0.133741,False,train,train,C-W2-0184.jpg,C-W3-0054.jpg,0,1,85ab4aeca2e48ef0320838c2d627b147,da8c77ea9e2df7cd8dbb802990ed6f3d,c-w2,c-w3,377,265
train,train__C-W2-0132.jpg,D:\Broiler chicken detection dataset\00_DATASET\PIO-GRDB-MD5-7_1_2\images\train\train__C-W2-0132.jpg,val,train__C-W3-0053.jpg,D:\Broiler chicken detection dataset\00_DATASET\PIO-GRDB-MD5-7_1_2\images\val\train__C-W3-0053.jpg,29,2,0.13374,False,train,train,C-W2-0132.jpg,C-W3-0053.jpg,0,1,f38e4afbca90a9b5fd307c5520fab9b0,ec29facb52a489e94d041fd33040bad9,c-w2,c-w3,413,302
train,train__C-W2-0132.jpg,D:\Broiler chicken detection dataset\00_DATASET\PIO-GRDB-MD5-7_1_2\images\train\train__C-W2-0132.jpg,val,train__C-W3-0054.jpg,D:\Broiler chicken detection dataset\00_DATASET\PIO-GRDB-MD5-7_1_2\images\val\train__C-W3-0054.jpg,28,5,0.133723,False,train,train,C-W2-0132.jpg,C-W3-0054.jpg,0,1,f38e4afbca90a9b5fd307c5520fab9b0,da8c77ea9e2df7cd8dbb802990ed6f3d,c-w2,c-w3,413,265
train,train__C-W2-0095.jpg,D:\Broiler chicken detection dataset\00_DATASET\PIO-GRDB-MD5-7_1_2\images\train\train__C-W2-0095.jpg,test,train__C-W4-0048.jpg,D:\Broiler chicken detection dataset\00_DATASET\PIO-GRDB-MD5-7_1_2\images\test\train__C-W4-0048.jpg,27,3,0.133719,False,train,train,C-W2-0095.jpg,C-W4-0048.jpg,0,2,92285891ea3a2dd2c7742e3a38ce4ac6,8bf6aa2ff0c7580f34cabb9c0aa37f58,c-w2,c-w4,332,263
val,train__C-W3-0042.jpg,D:\Broiler chicken detection dataset\00_DATASET\PIO-GRDB-MD5-7_1_2\images\val\train__C-W3-0042.jpg,test,train__C-W6-0076.jpg,D:\Broiler chicken detection dataset\00_DATASET\PIO-GRDB-MD5-7_1_2\images\test\train__C-W6-0076.jpg,26,5,0.133711,False,train,train,C-W3-0042.jpg,C-W6-0076.jpg,1,4,6eff7a756f95fadacc7e811c5922545d,c33fd81e71ded64009c0592101cc3624,c-w3,c-w6,372,174
val,train__C-W3-0054.jpg,D:\Broiler chicken detection dataset\00_DATASET\PIO-GRDB-MD5-7_1_2\images\val\train__C-W3-0054.jpg,test,val__C-W2-V0014.jpg,D:\Broiler chicken detection dataset\00_DATASET\PIO-GRDB-MD5-7_1_2\images\test\val__C-W2-V0014.jpg,22,4,0.1337,False,train,val,C-W3-0054.jpg,C-W2-V0014.jpg,1,38,da8c77ea9e2df7cd8dbb802990ed6f3d,a9bcc8772c27c95dfbb51a6ed8987000,c-w3,c-w2-v0014,265,476
train,val__C-W3-V0045.jpg,D:\Broiler chicken detection dataset\00_DATASET\PIO-GRDB-MD5-7_1_2\images\train\val__C-W3-V0045.jpg,val,train__C-W3-0100.jpg,D:\Broiler chicken detection dataset\00_DATASET\PIO-GRDB-MD5-7_1_2\images\val\train__C-W3-0100.jpg,32,3,0.133638,False,val,train,C-W3-V0045.jpg,C-W3-0100.jpg,112,1,956db7861c79625a9dd6f29a23c970e3,7276bf573489d965021eaf2ee5ee1ac0,c-w3-v0045,c-w3,222,243
train,train__C-W2-0078.jpg,D:\Broiler chicken detection dataset\00_DATASET\PIO-GRDB-MD5-7_1_2\images\train\train__C-W2-0078.jpg,val,train__C-W3-0067.jpg,D:\Broiler chicken detection dataset\00_DATASET\PIO-GRDB-MD5-7_1_2\images\val\train__C-W3-0067.jpg,28,6,0.133632,False,train,train,C-W2-0078.jpg,C-W3-0067.jpg,0,1,8cf0757f7599525e5697c4457ac8380e,f726abc025801fb8178bf9fe2bd414f6,c-w2,c-w3,248,395
train,train__C-W1-0100.jpg,D:\Broiler chicken detection dataset\00_DATASET\PIO-GRDB-MD5-7_1_2\images\train\train__C-W1-0100.jpg,val,train__C-W3-0030.jpg,D:\Broiler chicken detection dataset\00_DATASET\PIO-GRDB-MD5-7_1_2\images\val\train__C-W3-0030.jpg,30,4,0.133624,False,train,train,C-W1-0100.jpg,C-W3-0030.jpg,0,1,8d4cd6cc55e93a543dc380d382e227df,98fcf4501bf4673f4ecdfa0d5cc4a468,c-w1,c-w3,346,247
